model,homophily,training_seed,seed,nmi
GREAD,Low,44,17,0.1987908071480322
GREAD,Low,44,18,0.2037871204343259
GREAD,Low,44,19,0.20364468414500492
GREAD,Medium,42,0,0.23223451516905894
GREAD,Medium,42,1,0.23211461337757547
GREAD,Medium,42,2,0.2284945869254877
GREAD,Medium,42,3,0.2290335676703266
GREAD,Medium,42,4,0.22290092173378323
GREAD,Medium,42,5,0.22400618941205167
GREAD,Medium,42,6,0.2247132552345073
GREAD,Medium,42,7,0.2286108860221576
GREAD,Medium,42,8,0.2279743762283383
GREAD,Medium,42,9,0.22923322588800352
GREAD,Medium,42,10,0.22652460768180535
GREAD,Medium,42,11,0.23234194279908468
GREAD,Medium,42,12,0.22956624375607995
GREAD,Medium,42,13,0.22505487686478615
GREAD,Medium,42,14,0.2264533395139744
GREAD,Medium,42,15,0.2289644017022613
GREAD,Medium,42,16,0.2285622510207572
GREAD,Medium,42,17,0.2217826267607593
GREAD,Medium,42,18,0.22969312653812868
GREAD,Medium,42,19,0.2322215762956796
GREAD,Medium,43,0,0.22429743447327574
GREAD,Medium,43,1,0.2288811658605527
GREAD,Medium,43,2,0.22775917437180543
GREAD,Medium,43,3,0.23144363355753944
GREAD,Medium,43,4,0.22595342271156665
GREAD,Medium,43,5,0.2262927129359268
GREAD,Medium,43,6,0.22533671995340845
GREAD,Medium,43,7,0.22239878095691143
GREAD,Medium,43,8,0.22817209125477927
GREAD,Medium,43,9,0.21819299202957806
GREAD,Medium,43,10,0.22736957104558306
GREAD,Medium,43,11,0.21948452729042225
GREAD,Medium,43,12,0.22774021933812263
GREAD,Medium,43,13,0.22382811566300437
GREAD,Medium,43,14,0.22654477898939168
GREAD,Medium,43,15,0.2221690830353552
GREAD,Medium,43,16,0.22684707251716918
GREAD,Medium,43,17,0.22194963178955918
GREAD,Medium,43,18,0.22444293035686025
GREAD,Medium,43,19,0.23156429129595224
GREAD,Medium,44,0,0.22090563105018313
GREAD,Medium,44,1,0.22793786261813198
GREAD,Medium,44,2,0.22943545455249004
GREAD,Medium,44,3,0.22632424241869126
GREAD,Medium,44,4,0.23116952713654773
GREAD,Medium,44,5,0.2278362051057678
GREAD,Medium,44,6,0.22865833941536395
GREAD,Medium,44,7,0.23422078233768973
GREAD,Medium,44,8,0.22818440188139985
GREAD,Medium,44,9,0.22821528565243357
GREAD,Medium,44,10,0.22666520742555393
GREAD,Medium,44,11,0.23007586224550006
GREAD,Medium,44,12,0.23149667981330294
GREAD,Medium,44,13,0.23608016221610098
GREAD,Medium,44,14,0.2290796464055625
GREAD,Medium,44,15,0.22841406643731402
GREAD,Medium,44,16,0.22817753717422792
GREAD,Medium,44,17,0.23301417428661605
GREAD,Medium,44,18,0.22984153168093593
GREAD,Medium,44,19,0.2322058371385777
GREAD,High,42,0,0.32246789962687117
GREAD,High,42,1,0.321064533995087
GREAD,High,42,2,0.3263774009535936
GREAD,High,42,3,0.3315124991079317
GREAD,High,42,4,0.3348066776746852
GREAD,High,42,5,0.3327286644973962
GREAD,High,42,6,0.32810388608082947
GREAD,High,42,7,0.32175502512932935
GREAD,High,42,8,0.3318067813393296
GREAD,High,42,9,0.33262214863939404
GREAD,High,42,10,0.33068291056420673
GREAD,High,42,11,0.3301152414716321
GREAD,High,42,12,0.33516782251681165
GREAD,High,42,13,0.33374213706034195
GREAD,High,42,14,0.33060189835112186
GREAD,High,42,15,0.3387653639608288
GREAD,High,42,16,0.32546937261821646
GREAD,High,42,17,0.3325497228037398
GREAD,High,42,18,0.3232213371926247
GREAD,High,42,19,0.33234393742955726
GREAD,High,43,0,0.32738781941681333
GREAD,High,43,1,0.3312479478519303
GREAD,High,43,2,0.3285415713255368
GREAD,High,43,3,0.3273141978734644
GREAD,High,43,4,0.32371001293046375
GREAD,High,43,5,0.33465008475895214
GREAD,High,43,6,0.3263582875147454
GREAD,High,43,7,0.32177444175304637
GREAD,High,43,8,0.3292931789206923
GREAD,High,43,9,0.32599477663439125
GREAD,High,43,10,0.3348694015412526
GREAD,High,43,11,0.3343864212755062
GREAD,High,43,12,0.32379988809810983
GREAD,High,43,13,0.3257540453959996
GREAD,High,43,14,0.3264368431796362
GREAD,High,43,15,0.3240120448903035
GREAD,High,43,16,0.3265976448644732
GREAD,High,43,17,0.3243460898505958
GREAD,High,43,18,0.32521982629604385
GREAD,High,43,19,0.33236063808939137
GREAD,High,44,0,0.32542602985179075
GREAD,High,44,1,0.3201118423958534
GREAD,High,44,2,0.32360609830435894
GREAD,High,44,3,0.32718079331401245
GREAD,High,44,4,0.32919494993487364
GREAD,High,44,5,0.3226282764032466
GREAD,High,44,6,0.3295442021790302
GREAD,High,44,7,0.330096211638718
GREAD,High,44,8,0.33118714503865815
GREAD,High,44,9,0.3201581681474027
GREAD,High,44,10,0.3239719520663481
GREAD,High,44,11,0.32503658149119613
GREAD,High,44,12,0.33283180627231085
GREAD,High,44,13,0.3326857801535129
GREAD,High,44,14,0.3273867261004654
GREAD,High,44,15,0.32701928010788245
GREAD,High,44,16,0.3318743761464586
GREAD,High,44,17,0.3333015149347633
GREAD,High,44,18,0.3284065481397312
GREAD,High,44,19,0.33101674693048583
